,is_phishing,blacklist,is_ipaddress,is_at,multi_domain,url_length,yg_domain,bad_cookie,foreign_links,mismatch_favi,no_dns,bad_ssl
54,1,0,0,0,0,1,0,0,0,0,0,1
55,1,0,0,0,1,0,0,0,0,0,0,1
56,1,0,0,1,0,1,0,0,1,0,1,1
57,1,0,0,0,0,0,0,0,0,0,0,1
58,1,0,0,0,0,1,0,0,0,1,0,1
59,1,0,0,0,1,0,0,0,0,0,0,0
60,1,0,0,0,1,0,0,0,0,0,0,0
61,1,0,0,0,0,0,0,0,1,0,0,1
62,1,0,0,0,1,0,0,0,0,0,0,0
63,1,0,0,0,0,0,0,0,0,0,0,1
64,1,0,0,0,0,0,0,0,0,1,0,0
65,1,0,0,0,1,0,0,0,0,0,0,0
66,1,0,0,0,1,0,0,0,0,0,0,0
67,1,0,0,0,0,0,0,0,0,1,0,1
68,1,0,0,0,0,0,0,0,0,0,0,1
69,1,0,0,0,1,1,0,0,0,1,0,1
70,1,0,0,0,0,0,0,0,0,0,0,1
71,1,0,0,0,1,1,0,0,0,1,0,1
72,1,0,0,0,0,0,0,0,1,1,0,0
73,1,0,0,0,0,0,0,0,1,1,0,0
74,1,0,0,0,0,0,0,0,0,0,0,1
75,1,0,0,0,1,0,0,0,0,0,0,0
76,1,0,0,0,0,0,0,0,0,1,0,1
77,1,0,0,0,0,1,0,0,0,1,0,1
78,1,0,0,0,0,0,1,0,1,0,0,1
79,1,0,0,0,1,1,0,0,0,1,0,1
80,1,0,0,0,0,0,0,0,0,0,0,1
81,1,0,0,0,0,0,0,0,0,0,0,1
82,1,0,0,0,1,0,0,0,1,0,0,0
83,1,0,0,0,0,0,0,0,0,1,0,1
84,1,0,0,0,0,0,1,0,1,1,0,1
85,1,0,0,0,0,0,0,0,0,1,0,1
86,1,0,0,0,1,0,0,0,0,0,0,0
87,1,0,0,0,0,0,1,0,0,1,0,1
88,1,0,0,0,0,0,0,0,0,0,0,1
89,1,0,0,0,0,0,0,0,0,0,0,1
90,1,0,0,0,0,0,0,0,1,1,0,1
91,1,0,0,0,0,0,0,0,1,1,0,1
92,1,0,0,0,1,1,0,0,0,1,0,1
93,1,0,0,0,0,1,0,1,1,0,0,1
94,1,0,0,0,1,0,0,0,0,1,1,1
95,1,0,1,0,1,1,0,0,0,1,1,1
96,1,0,0,0,0,0,0,0,0,1,0,1
97,1,0,0,1,0,1,0,0,0,1,0,1
98,1,0,0,1,0,1,0,0,0,1,0,1
99,1,0,0,0,0,0,0,0,0,0,0,1
100,1,0,0,0,0,0,1,0,0,0,0,1
101,1,0,0,0,0,0,0,0,0,1,0,1
102,1,0,0,0,0,0,0,0,0,0,0,1
103,1,0,0,0,0,1,0,1,0,1,1,1
104,1,0,0,0,0,0,0,0,0,0,0,1
105,1,0,0,0,0,0,0,0,0,1,0,0
106,1,0,0,0,0,0,1,0,0,1,0,0
107,1,0,0,0,0,0,0,0,0,0,0,1
108,1,0,0,0,0,0,1,0,0,1,1,0
109,1,0,0,0,0,0,0,0,0,1,1,1
110,1,0,0,0,0,0,0,0,0,1,1,1
111,1,0,0,0,0,0,0,0,1,1,0,1
112,1,0,0,0,0,0,0,0,1,1,0,0
113,1,0,0,1,1,1,0,0,0,1,0,1
114,1,0,0,0,0,0,0,1,0,0,0,1
115,1,0,0,0,0,1,0,0,0,0,0,1
116,1,0,0,0,0,0,0,0,1,1,0,1
117,1,0,0,0,0,1,0,0,0,0,0,1
118,1,0,0,0,0,0,0,0,1,1,0,1
119,1,0,0,0,1,1,0,0,0,0,1,1
120,1,0,0,0,0,0,0,0,1,0,0,1
121,1,0,0,0,0,0,0,0,0,0,0,1
122,1,0,0,0,0,0,0,0,1,1,0,1
123,1,0,0,0,0,1,0,0,0,0,0,1
124,1,0,0,0,0,1,0,0,0,1,0,1
125,1,0,0,0,0,0,0,0,0,1,0,0
126,1,0,0,0,0,0,0,0,0,0,0,0
127,1,0,0,0,0,0,0,0,1,0,0,1
128,1,0,0,0,1,0,0,0,0,0,0,0
129,1,0,0,0,1,1,0,0,1,1,0,1
130,1,0,0,0,1,0,0,0,0,0,0,0
131,1,0,1,0,0,0,0,0,0,1,0,1
132,1,0,0,0,0,0,0,0,0,0,0,1
133,1,0,0,0,0,0,0,0,0,1,0,1
134,1,0,0,0,0,0,0,0,1,0,0,0
135,1,1,0,0,0,0,0,0,0,1,0,1
136,1,0,0,0,0,0,0,0,0,1,0,1
137,1,0,0,0,1,1,0,0,0,0,0,1
138,1,0,0,0,1,0,0,0,0,0,0,0
139,1,0,0,0,0,0,0,0,1,0,0,1
140,1,0,0,0,0,1,0,0,0,0,0,1
141,1,0,0,0,0,1,0,0,1,0,0,1
142,1,0,0,0,0,0,0,0,0,0,0,1
143,1,0,0,0,1,0,0,0,0,1,0,1
144,1,0,0,0,0,1,1,0,1,1,0,1
145,1,0,0,0,1,0,0,0,0,1,0,1
146,1,0,0,0,0,0,0,0,1,0,0,0
147,1,0,0,0,0,0,0,0,0,1,0,1
148,1,0,0,1,1,1,0,0,0,0,0,1
149,1,0,0,0,0,0,1,0,0,1,1,1
150,1,0,0,0,0,1,1,0,0,1,0,1
151,1,0,0,0,0,0,0,0,0,1,0,0
152,1,0,0,0,0,1,0,0,0,1,0,1
153,1,0,0,0,0,1,0,0,0,0,0,1
154,1,0,0,0,0,1,0,0,0,1,0,1
155,1,0,0,0,0,0,1,0,1,1,1,0
156,1,0,0,0,0,0,0,0,0,1,0,1
157,1,0,0,0,0,1,0,0,1,1,0,1
158,1,0,0,0,0,0,0,0,0,1,0,0
159,1,0,0,0,1,0,0,0,0,0,0,0
160,1,0,0,0,0,0,0,1,1,0,0,1
161,1,0,0,0,0,0,0,0,1,0,0,0
162,1,0,0,0,0,0,0,0,0,1,0,0
163,1,0,0,0,1,1,0,0,1,1,0,1
164,1,0,0,0,0,0,0,0,0,0,0,0
165,1,0,0,0,0,0,0,0,1,0,0,1
166,1,0,0,0,0,1,0,0,0,1,0,1
167,1,1,0,0,0,0,0,0,0,1,0,0
168,1,0,0,0,0,0,0,0,1,1,0,1
169,1,0,0,0,0,0,0,0,0,0,0,1
170,1,0,0,0,1,0,0,0,0,0,0,0
171,1,0,0,0,0,0,1,0,0,0,0,1
172,1,0,0,0,0,0,0,0,0,1,0,1
173,1,0,0,0,1,1,0,0,1,0,0,1
174,1,0,0,0,0,0,0,0,0,0,0,1
175,1,0,0,0,1,0,0,0,0,1,0,0
176,1,0,0,0,0,0,0,0,1,1,0,1
177,1,1,0,0,0,0,0,0,1,0,0,1
178,1,0,0,1,1,1,0,0,0,1,0,1
179,1,0,0,0,0,0,0,0,1,0,0,1
180,1,0,0,0,1,0,1,0,0,1,0,0
181,1,0,0,0,0,0,0,0,0,0,0,1
182,1,0,0,0,1,0,1,0,0,1,0,0
183,1,0,0,0,0,0,0,0,0,0,0,0
184,1,0,0,0,0,0,0,0,0,0,0,1
185,1,0,0,0,1,0,0,0,0,0,0,0
186,1,0,0,0,0,0,0,0,0,1,0,1
187,1,0,0,0,0,1,0,1,1,0,0,1
188,1,0,0,0,0,1,0,0,1,1,0,1
189,1,0,0,0,0,0,0,0,0,1,0,1
190,1,0,0,0,1,1,0,0,1,1,0,1
191,1,0,1,0,0,0,0,0,0,1,0,1
192,1,0,0,0,0,0,1,0,1,1,0,0
193,1,0,0,0,1,0,0,0,0,0,0,0
194,1,0,0,0,0,0,0,0,0,1,0,0
195,1,0,0,0,0,0,1,0,0,0,0,1
196,1,0,0,0,1,1,1,0,1,1,0,1
197,1,0,0,0,0,0,1,0,0,1,1,1
198,1,0,0,0,1,0,0,0,0,0,0,0
199,1,0,0,0,0,0,0,0,0,1,0,1
200,1,0,0,0,0,1,0,0,0,1,0,1
201,1,0,0,0,0,1,0,0,1,1,0,1
202,1,0,0,0,0,0,0,0,0,0,0,0
203,1,0,0,0,0,0,0,0,0,1,0,1
204,1,0,0,0,1,0,0,0,0,0,0,0
205,1,0,0,0,0,0,1,0,0,1,0,1
206,1,0,0,0,0,0,1,0,0,1,0,0
207,1,0,0,0,1,0,0,0,0,0,0,0
208,1,0,0,0,0,0,0,0,1,1,0,0
209,1,0,0,0,1,0,0,0,0,1,0,1
210,1,0,0,0,0,0,0,0,0,0,0,0
211,1,0,0,0,0,1,0,0,1,1,0,1
212,1,0,0,0,0,0,0,0,0,1,0,1
213,1,0,0,0,0,0,0,1,0,0,0,1
214,1,0,0,0,1,0,0,0,0,0,0,0
215,1,0,0,0,0,1,0,0,0,0,0,1
216,1,0,0,0,0,0,0,0,1,1,0,0
217,1,0,0,0,0,0,0,0,0,1,0,0
218,1,0,0,0,0,0,0,0,0,1,0,0
219,1,0,0,0,0,0,0,0,0,1,0,1
220,1,0,0,0,0,1,0,0,0,0,0,1
221,1,0,0,0,0,0,0,0,1,1,0,1
222,1,0,0,0,0,0,0,0,0,1,0,1
223,1,0,0,0,0,0,0,0,0,1,0,1
224,1,0,0,0,0,0,1,0,0,1,0,0
225,1,0,0,0,1,1,0,0,1,0,0,1
226,1,0,0,0,0,0,0,0,0,1,0,1
227,1,0,0,0,1,0,1,0,0,1,0,0
228,1,0,0,0,0,1,0,0,0,1,0,1
229,1,0,0,0,0,0,0,0,1,0,0,1
230,1,0,0,0,0,0,0,0,0,0,0,1
231,1,0,0,0,0,0,0,0,0,1,0,1
232,1,0,0,0,0,0,0,0,0,1,0,1
233,1,0,0,0,1,0,0,0,0,0,0,0
234,1,0,0,0,0,0,1,0,0,0,0,0
235,1,0,0,0,0,1,0,0,0,0,0,1
236,1,0,0,0,0,0,0,0,0,1,0,1
237,1,0,0,1,0,0,0,0,0,1,0,1
238,1,0,0,0,0,1,0,0,0,0,0,1
239,1,0,0,0,0,0,0,0,0,1,1,0
240,1,0,0,0,0,1,0,0,0,0,0,1
241,1,0,0,0,0,0,0,0,0,1,0,1
242,1,0,0,0,0,0,0,0,0,1,0,1
243,1,0,0,0,1,1,0,0,1,1,1,1
244,1,0,0,0,0,1,0,0,0,1,0,1
245,1,0,0,0,0,0,0,0,1,1,0,0
246,1,0,0,0,0,0,0,0,1,0,0,1
247,1,0,0,0,1,0,0,0,0,0,0,0
248,1,0,0,0,1,1,0,0,0,0,0,0
249,1,0,0,0,1,0,0,0,0,0,0,1
250,1,0,0,0,0,0,0,0,0,1,1,1
251,1,0,0,0,0,1,0,0,1,0,0,1
252,1,0,0,0,0,1,0,1,1,0,0,1
253,1,0,0,0,1,1,0,0,0,1,0,1
254,1,0,0,0,0,1,0,0,1,1,1,1
255,1,0,0,0,0,0,0,1,1,0,0,1
256,1,0,0,1,0,1,0,0,0,0,0,1
257,1,0,0,0,1,0,0,0,0,1,1,0
258,1,0,0,0,0,0,0,0,0,1,0,1
259,1,0,0,0,0,0,1,0,1,1,0,1
260,1,0,0,0,0,0,0,0,0,1,0,0
261,1,0,0,0,0,0,0,0,1,0,0,1
262,1,0,0,0,0,0,0,0,0,1,0,1
263,1,0,0,0,0,0,0,0,1,0,1,0
264,1,0,0,1,1,0,0,0,0,1,0,1
265,1,0,0,0,0,0,0,0,1,1,0,1
266,1,0,1,0,0,0,0,0,0,1,0,1
267,1,0,0,0,0,0,0,0,0,0,0,0
268,1,0,0,0,0,1,0,0,0,1,1,1
269,1,0,0,1,0,0,0,0,0,0,0,1
270,1,0,0,0,0,0,1,0,0,1,0,0
271,1,0,0,0,0,1,0,0,0,1,1,1
272,1,0,0,0,0,0,0,0,0,1,0,1
273,1,0,0,0,0,1,1,0,0,0,0,1
274,1,0,0,1,1,1,0,0,0,0,0,1
275,1,0,0,0,1,0,0,0,0,0,0,0
276,1,0,0,0,0,0,0,0,1,1,0,1
277,1,0,0,0,0,0,0,0,0,1,0,1
278,1,0,0,0,0,0,0,0,0,0,0,1
279,1,0,0,0,0,0,0,0,1,0,0,1
280,1,0,0,0,0,0,0,0,1,0,0,1
281,1,0,0,0,0,0,0,0,0,1,0,1
282,1,0,0,0,1,0,0,0,0,0,0,0
283,1,0,0,0,1,1,0,0,1,0,0,1
284,1,0,0,0,1,0,0,0,0,0,0,0
285,1,0,0,0,0,0,1,0,0,1,0,0
286,1,0,0,0,0,0,0,0,0,1,0,1
287,1,0,0,0,0,1,0,0,1,1,1,1
288,1,0,0,0,0,0,0,0,0,0,0,1
289,1,0,0,0,0,1,0,0,0,1,0,1
290,1,0,0,0,0,0,0,0,0,1,0,1
291,1,0,0,0,1,0,0,0,0,0,0,0
292,1,0,0,0,0,0,0,0,0,1,1,1
293,1,0,0,1,0,0,0,0,1,1,0,1
294,1,0,0,0,0,0,0,0,0,0,0,1
295,1,0,0,0,0,0,0,0,0,1,0,1
296,1,0,0,0,0,0,1,0,0,1,0,0
297,1,0,0,1,1,0,0,0,0,0,0,1
298,1,0,0,0,0,0,0,0,1,1,1,1
299,1,0,0,0,0,0,1,0,1,0,0,1
300,1,0,0,0,0,0,0,0,0,0,0,1
301,1,0,0,0,0,0,0,0,0,0,0,0
302,1,0,0,0,1,0,0,0,0,0,0,0
303,1,0,0,0,0,1,0,0,0,1,0,1
304,1,0,0,0,0,0,0,0,1,0,0,1
305,1,0,0,0,1,1,0,1,0,0,0,1
306,1,0,0,0,0,1,0,0,0,1,0,1
307,1,0,0,0,0,0,0,0,1,1,0,1
308,1,0,0,0,0,0,1,0,0,1,0,0
309,1,0,0,0,0,0,1,0,1,1,1,1
310,1,0,0,0,0,0,0,0,0,0,0,0
311,1,0,0,0,0,1,0,0,0,1,0,1
312,1,0,0,0,1,1,0,0,0,1,0,1
313,1,0,0,0,0,0,0,0,0,1,0,1
314,1,0,0,0,0,0,0,0,0,0,0,0
315,1,0,0,0,1,1,0,0,1,0,0,1
316,1,0,0,0,1,0,0,0,0,0,0,0
317,1,0,0,0,1,0,0,0,0,0,0,0
318,1,0,0,0,0,1,0,1,1,0,0,1
319,1,0,0,0,0,1,0,0,1,1,0,1
320,1,0,1,0,1,1,0,0,1,1,0,1
321,1,0,0,0,0,0,1,0,0,1,0,0
322,1,0,0,0,0,0,0,0,0,1,0,1
323,1,0,0,0,1,0,0,0,0,0,0,0
324,1,0,0,0,0,1,0,0,1,1,0,0
325,1,0,0,0,1,0,0,0,0,0,0,1
326,1,0,0,0,0,0,0,0,0,0,0,1
327,1,0,0,0,0,0,0,0,1,0,0,1
328,1,0,0,0,0,0,0,0,0,0,0,1
329,1,0,0,0,0,0,1,0,0,1,0,0
330,1,0,0,0,0,0,1,0,0,1,0,0
331,1,0,0,0,0,0,0,0,0,1,1,1
332,1,0,0,0,0,1,0,0,0,1,0,1
333,1,0,0,0,0,0,0,0,0,1,1,1
334,1,0,0,1,0,1,0,0,0,0,0,1
335,1,0,0,0,0,1,0,0,0,0,0,1
336,1,0,0,0,0,1,0,0,1,1,0,1
337,1,0,0,0,1,0,1,0,0,1,0,0
338,1,0,0,0,0,0,0,1,1,0,0,1
339,1,0,0,0,0,0,1,1,0,1,0,0
340,1,0,0,0,1,1,0,0,1,0,0,1
341,1,0,0,0,0,0,0,0,0,1,0,1
342,1,0,0,0,1,0,0,0,0,0,0,0
343,1,0,0,0,0,0,0,0,1,1,0,1
344,1,0,0,0,0,0,1,0,0,1,1,1
345,1,0,0,0,0,0,0,1,1,0,0,1
346,1,0,0,0,0,0,0,0,0,0,0,1
347,1,0,0,0,0,0,1,0,0,0,0,1
348,1,0,0,0,0,0,0,0,0,0,0,1
349,1,0,0,0,0,0,0,0,1,0,0,1
350,1,0,0,0,0,0,0,0,0,1,0,0
351,1,0,0,0,0,0,1,0,1,0,0,1
352,1,0,0,0,0,0,0,0,0,0,0,0
353,1,0,0,1,1,1,0,0,1,1,1,1
354,1,0,0,0,1,1,0,0,0,0,0,1
355,1,0,0,0,0,0,0,0,0,0,0,0
356,1,0,0,0,0,0,0,0,0,0,0,1
357,1,0,0,0,0,0,0,0,1,1,0,1
358,1,0,0,0,0,1,0,0,1,1,0,1
359,1,0,0,0,1,0,0,0,0,0,0,0
360,1,0,0,0,0,0,0,0,0,0,0,1
361,1,0,0,0,1,0,0,0,0,1,0,1
362,1,0,0,0,0,0,1,0,0,0,0,0
363,1,0,0,0,0,1,0,0,1,0,0,1
364,1,0,0,0,0,0,0,0,0,1,0,1
365,1,0,0,0,1,1,0,1,1,1,0,1
366,1,0,0,0,1,1,0,0,0,0,0,1
367,1,0,0,0,1,1,1,0,1,1,0,1
368,1,0,0,0,0,0,1,0,0,1,0,1
369,1,0,0,0,0,1,0,0,0,0,0,1
370,1,0,0,0,0,0,0,0,1,0,0,1
371,1,0,0,0,0,0,0,1,1,0,0,1
372,1,0,0,0,0,0,0,0,1,1,0,1
373,1,0,0,0,0,0,1,0,1,0,0,1
374,1,0,0,0,1,0,0,0,0,0,0,0
375,1,0,0,0,0,1,0,0,0,0,0,1
376,1,0,0,0,0,0,0,0,0,1,0,1
377,1,0,0,0,1,0,0,0,0,0,0,0
378,1,0,0,0,1,0,0,0,0,0,0,1
379,1,0,0,0,0,0,0,0,0,1,0,1
380,1,0,0,0,0,0,0,0,0,0,0,1
381,1,0,0,0,0,1,0,0,0,0,0,1
382,1,0,0,0,0,1,0,0,1,0,0,1
383,1,0,0,0,1,0,0,0,0,0,0,0
384,1,0,0,0,1,0,0,0,0,1,0,1
385,1,0,0,0,0,0,0,0,0,0,0,0
386,1,0,0,0,0,1,0,0,1,0,0,1
387,1,0,0,1,1,1,0,0,1,1,1,1
388,1,0,0,0,0,0,1,0,1,1,0,1
389,1,0,0,0,1,1,0,0,0,1,0,1
390,1,0,0,0,0,0,1,0,1,1,0,1
391,1,0,0,0,0,0,0,0,1,0,0,1
392,1,0,0,0,0,1,0,0,0,1,0,1
393,1,0,0,0,1,1,0,0,0,1,1,1
394,1,0,0,0,1,1,0,0,0,1,0,1
395,1,0,0,0,0,0,0,0,1,1,0,0
396,1,0,0,0,1,1,0,0,1,1,0,1
397,1,0,0,0,1,1,0,0,0,1,0,1
398,1,0,0,0,0,0,0,0,0,0,0,1
399,1,1,0,0,0,0,0,0,1,1,0,0
400,1,0,0,0,0,0,0,0,0,0,0,0
401,1,0,0,0,0,1,0,1,1,0,0,1
402,1,0,0,0,0,0,1,0,1,1,0,0
403,1,0,0,0,0,0,0,0,1,1,0,1
404,1,0,0,0,0,1,0,1,1,0,0,1
405,1,0,0,0,0,1,0,0,0,0,0,1
406,1,0,0,0,0,0,0,0,0,1,1,1
407,1,0,0,0,1,1,1,0,1,1,0,1
408,1,0,0,0,0,0,0,0,1,1,0,1
409,1,0,0,0,0,0,1,0,1,1,0,0
410,1,0,0,0,0,0,0,0,0,0,0,1
411,1,0,0,0,0,0,0,0,0,0,0,1
412,1,0,0,0,0,1,0,0,1,1,0,1
413,1,0,0,0,1,0,0,0,0,0,0,0
414,1,0,0,0,0,0,0,0,0,1,0,0
415,1,0,1,0,1,1,0,0,0,1,0,1
416,1,0,0,0,1,0,0,0,0,0,0,0
417,1,0,0,0,1,0,1,0,0,1,0,0
418,1,0,0,0,0,0,0,0,0,0,0,1
419,1,0,0,0,0,0,0,0,1,1,0,0
420,1,0,0,0,1,0,0,0,0,0,0,0
421,1,0,0,0,1,0,0,0,0,0,0,0
422,1,0,0,0,1,0,0,0,0,0,0,0
423,1,0,0,0,0,0,0,0,1,1,0,1
424,1,0,0,0,0,1,0,1,1,0,0,1
425,1,0,0,0,0,0,0,0,1,1,0,1
426,1,0,0,0,0,0,0,0,0,1,0,1
427,1,0,0,0,0,1,0,0,0,0,0,1
428,1,0,0,0,0,1,0,0,0,1,0,1
429,1,0,0,0,0,0,0,0,0,0,0,0
430,1,0,0,0,0,0,0,0,0,0,0,0
431,1,0,0,0,0,0,0,0,1,0,0,1
432,1,0,0,0,0,0,1,0,0,0,0,1
433,1,0,0,1,0,0,0,0,0,1,0,1
434,1,0,0,0,0,0,0,0,0,0,0,1
435,1,0,0,0,0,0,0,0,0,0,0,0
436,1,0,0,0,0,0,0,0,1,1,0,0
437,1,0,0,0,0,0,0,0,0,0,0,0
438,1,1,0,0,1,0,0,0,0,0,0,1
439,1,0,0,1,0,1,0,0,0,0,0,1
440,1,0,0,0,0,1,0,0,0,1,0,1
441,1,0,1,0,1,1,0,1,0,1,0,1
442,1,0,0,0,0,0,0,0,0,0,0,1
443,1,0,0,0,0,0,1,0,1,1,0,0
444,1,0,0,0,0,1,0,0,0,0,0,1
445,1,0,0,0,0,0,0,0,0,0,0,1
446,1,0,0,1,1,1,0,0,1,1,1,1
447,1,0,0,0,1,0,0,0,0,0,0,0
448,1,0,0,0,0,1,0,0,0,0,0,1
449,1,0,0,0,0,1,0,0,0,0,0,1
450,1,0,0,0,0,0,0,0,1,1,0,0
451,1,0,0,0,0,0,0,0,0,0,0,1
452,1,0,0,0,1,1,0,0,0,1,0,1
453,1,0,0,0,0,0,1,0,0,1,1,1
454,1,0,0,0,0,0,0,0,1,1,0,0
455,1,0,0,0,0,0,0,0,0,1,0,1
456,1,0,0,0,0,0,0,0,0,1,0,1
457,1,0,0,0,0,0,0,0,0,1,0,1
458,1,0,0,0,0,1,0,0,0,1,1,1
459,1,0,0,0,0,0,0,0,0,0,0,0
460,1,0,0,1,0,0,0,0,0,0,0,1
461,1,0,0,0,0,0,0,0,1,1,0,0
462,1,0,0,0,1,0,0,0,0,0,0,1
463,1,0,0,0,0,0,0,0,0,1,0,1
464,1,0,0,0,0,0,0,0,1,0,0,1
465,1,0,0,0,0,1,0,0,1,1,0,1
466,1,0,0,0,0,0,0,0,0,0,0,0
467,1,0,0,0,0,0,0,0,1,0,0,1
468,1,0,0,0,0,0,0,0,0,1,0,1
469,1,0,0,0,0,0,1,0,0,1,0,0
470,1,0,0,0,0,1,0,0,0,0,0,1
471,1,0,0,0,0,0,0,0,0,1,0,0
472,1,0,0,0,0,1,1,0,0,1,0,1
473,1,0,0,0,0,1,0,0,0,0,0,1
474,1,0,0,0,1,1,0,0,1,0,0,1
475,1,0,0,0,0,0,0,0,1,0,0,0
476,1,0,0,0,0,0,0,0,0,0,0,1
477,1,0,0,0,1,0,1,0,0,1,0,1
478,1,0,0,0,0,0,0,0,0,1,0,1
479,1,0,0,0,1,0,0,0,0,0,0,0
480,1,0,0,0,0,0,0,0,0,0,0,1
481,1,0,0,0,0,1,0,0,0,1,0,1
482,1,0,0,0,1,1,1,0,1,1,0,1
483,1,0,0,0,0,0,1,0,0,1,1,1
484,1,0,0,0,0,0,0,0,0,1,0,1
485,1,0,0,0,0,0,1,0,0,1,0,0
486,1,0,0,0,0,0,0,1,1,0,0,1
487,1,0,0,0,0,0,0,0,0,0,0,1
488,1,0,0,0,1,1,0,0,0,1,1,1
489,1,0,0,0,0,1,0,0,0,1,0,1
490,1,0,0,0,1,0,0,0,0,1,1,0
491,1,0,0,0,0,0,0,0,0,1,0,1
492,1,0,0,0,0,0,1,0,0,1,1,1
493,1,0,0,0,0,0,0,0,0,0,0,0
494,1,0,0,0,1,1,1,0,0,1,0,1
495,1,0,0,0,0,0,0,0,0,1,0,1
496,1,0,0,0,0,0,0,0,1,1,0,0
497,1,0,0,0,0,1,0,0,0,1,0,1
498,1,0,0,0,1,1,0,0,0,1,0,1
499,1,0,0,1,1,1,0,0,0,1,0,1
500,1,0,0,0,0,0,1,0,0,1,1,1
501,1,0,0,0,1,0,0,0,0,0,0,0
502,1,0,0,0,0,0,0,0,0,0,0,1
503,1,0,0,0,0,0,0,0,0,1,0,1
504,1,0,0,0,0,1,0,0,0,0,0,1
505,1,0,0,0,0,0,0,0,1,1,0,1
506,1,0,0,0,0,1,0,0,1,0,0,1
507,1,0,0,0,0,1,1,0,0,1,0,1
508,1,0,0,0,0,0,0,0,0,0,0,1
509,1,0,0,0,1,1,0,0,0,1,0,1
510,1,0,0,0,0,0,1,0,0,1,0,0
511,1,0,0,0,0,1,0,0,0,0,0,1
512,1,0,0,0,0,0,0,0,0,1,0,0
513,1,0,0,0,1,0,0,0,0,0,0,1
514,1,0,0,0,0,1,0,0,1,1,0,1
515,1,0,0,0,0,1,0,0,0,0,0,1
516,1,0,0,0,1,0,0,0,0,1,1,1
517,1,0,1,0,0,0,0,1,1,1,0,1
518,1,1,0,0,1,0,0,0,0,0,0,1
519,1,0,0,0,0,0,0,1,0,0,0,1
520,1,0,0,0,0,1,0,0,0,0,0,1
521,1,0,0,0,1,0,1,0,0,1,0,0
522,1,0,0,0,0,1,0,0,1,1,0,1
523,1,0,0,0,1,0,0,1,0,1,1,1
524,1,0,0,0,0,0,0,0,1,0,0,1
525,1,0,0,0,0,1,0,0,1,0,0,1
526,1,0,0,0,0,0,1,0,1,1,0,1
527,1,0,0,0,1,0,0,0,0,0,0,1
528,1,0,0,0,0,0,0,0,0,0,0,1
529,1,0,0,0,1,0,0,0,0,0,0,0
530,1,0,0,0,0,0,1,0,0,1,1,1
531,1,0,0,0,0,0,1,0,0,1,0,0
