,url,is_phishing,blacklist,is_ipaddress,is_at,multi_domain,url_length,yg_domain,bad_cookie,foreign_links,mismatch_favi,no_dns,bad_ssl
59,https://dfdavsfwfkmkvshecodrevwsge-dot-gle39404049.rj.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
60,http://lqxgjrnsfgkapwlksxwwxpoesl-dot-gle39404049.rj.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
61,http://urlz.fr/f9nb,1,0,0,0,0,0,0,0,1,0,0,1
62,http://twfgadfuverwzhwigymnewsuyn-dot-gle39404049.rj.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
63,https://rb.gy/piw36n?Facebook_Update,1,0,0,0,0,0,0,0,0,0,0,1
64,http://validationsystem.creatorlink.net/,1,0,0,0,0,0,0,0,0,1,0,0
65,https://mlxyuscsajhjsebdgmvsustxgu-dot-gle39404049.rj.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
66,http://xxx-com-dot-c2c01-531c7.uc.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
67,http://joecamera.net/home,1,0,0,0,0,0,0,0,0,1,0,1
68,http://bit.do/sac3004-1105,1,0,0,0,0,0,0,0,0,0,0,1
69,http://rencon.ch.net2care.com/https//admin.hostpoint.ch/024b107bf11224c40000,1,0,0,0,1,1,0,0,0,1,0,1
70,https://kalea-poke.de/autoscout24.de/accounts/login/,1,0,0,0,0,0,0,0,0,0,0,1
71,https://theenglishteacherspage.com/admin/mkb.hu/mkb/v3/login.php?cmd=account-service.com/login/account/update_submit&amp;id=bd585e1f29e657c7e65b17b912b37a64bd585e1f29e657c7e65b17b912b37a64&amp;session=bd585e1f29e657c7e65b17b912b37a64bd585e1f29e657c7e65b17b912b37a64,1,0,0,0,1,1,0,0,0,1,0,1
72,https://online.galiciaenlinea.repl.co/,1,0,0,0,0,0,0,0,1,1,0,0
73,https://elexusbettgiris4.blogspot.com/,1,0,0,0,0,0,0,0,1,1,0,0
74,http://sunbeltmembers.com/dev/images/Billing/update/amazon,1,0,0,0,0,0,0,0,0,0,0,1
75,https://tttqtdqgcdhmuzdmcvkqpjkoxs-dot-gl099898987fhkl.uk.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
76,https://ujs612.activehosted.com/f/1,1,0,0,0,0,0,0,0,0,1,0,1
77,http://pinkoliveentertainment.com/wp-messages/passport%20alibaba/index.html?email=&amp;email&amp;url_type=footer_term&amp;biz_type=&amp;crm_mtn_tracelog_template=200412047&amp;crm_mtn_tracelog_task_id=a72ad2ca-ce11-4a70-b2e8-76fb3ff77ddc&amp;crm_mtn_tracelog_from_sys=service_feedback&amp;crm_mtn_tracelog_log_id=15532788161,1,0,0,0,0,1,0,0,0,1,0,1
78,http://raketenm-ri243.cc/,1,0,0,0,0,0,1,0,1,0,0,1
79,https://nathanmcguirelaw.com/83a862f4bc98a022d91583325f3cbec8/confirm.php?country.x=-&ReasonCode=04172.70.45.210=codes_list=OAM-2=a635f7e0fc7fb8662bafec7ae26ddd27S=$1$9LdWjyIX$bjwuULxeqemnXJbQr/hEU11,1,0,0,0,1,1,0,0,0,1,0,1
80,https://drive.google.com/file/d/1robIOsANBh8Doqa7YUIeWn3Akz4094ho/edit,1,0,0,0,0,0,0,0,0,0,0,1
81,http://www.shanedrk.com/update/update/webmail.php,1,0,0,0,0,0,0,0,0,0,0,1
82,https://www.grub.videoviral-baru2021.duckdns.org/,1,0,0,0,1,0,0,0,1,0,0,0
83,https://eroom.stylemixthemes.com/service/,1,0,0,0,0,0,0,0,0,1,0,1
84,http://halifax.co.uk-secure-online.com/,1,0,0,0,0,0,1,0,1,1,0,1
85,http://dailyexclusiveoffer.com/wp-includes/accesx/indexx.php,1,0,0,0,0,0,0,0,0,1,0,1
86,https://luhugxxkeixxlcyjutkaionrqq-dot-gle39404049.rj.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
87,https://masterofcoin.creditcard/BPD/Popularenlinea/Home.html,1,0,0,0,0,0,1,0,0,1,0,1
88,https://whatsapp.blazagency.com/0c774246dfbb8af9d2e06b452c23f631,1,0,0,0,0,0,0,0,0,0,0,1
89,http://rextraening.dk/wp-content/plugins/salem/enter/DHLa,1,0,0,0,0,0,0,0,0,0,0,1
90,https://eba0200d0c.nxcli.net/home,1,0,0,0,0,0,0,0,1,1,0,1
91,https://alicetruecolors.com.mx/ws/,1,0,0,0,0,0,0,0,1,1,0,1
92,http://gkjx168.com/images/?us.battle.net/login/en/?ref=kxdwrqius.battle.net/d3/en/index,1,0,0,0,1,1,0,0,0,1,0,1
93,http://xjupr.mjt.lu/lnk/AVIAAAxzahIAAAAAAAAAAAclrMoAAAAArwoAAAAAABUxpQBfWMD-16jer17pSkaHk5jrnYHcPwAU-o4/1/86DRoWuzNO0Ax9f8VMC8NQ/aHR0cHM6Ly9iaXQubHkvM2k4dEpVbA,1,0,0,0,0,1,0,1,1,0,0,1
94,https://smbc-card.com.omhgj.com/suc.php,1,0,0,0,1,0,0,0,0,1,1,1
95,http://247.48.198.104.bc.googleusercontent.com/home/home/01/device/?key=Z9pLuPYTU8ykLAAYkxqdtUkS8gRSIa1fo6lafNkES484HdZKAnhnE9gdEY4NYSIOOac3WPCS1ANl9k5G5UAhZNtjLu1MeMDGCTlYaQsb10d6fETZbQEfyYGxdburCvNwsJRpS5kDwtnJ3nVUXY5BRo,1,0,1,0,1,1,0,0,0,1,1,1
96,http://eamashoppigbill.org/mazon/f105e,1,0,0,0,0,0,0,0,0,1,0,1
97,https://bloquenegro.cl/wp-includes/images/smilies/smile/index.php?email=nooruddin@prepaidlegal.com,1,0,0,1,0,1,0,0,0,1,0,1
98,https://ami-manera.es/wp-content/themes/izos/index.html?jhBgVdSEQ@ZSXDRcFvgHBnjMOmmKIjnHBUgyVtFCcRESXRDCfVGBH,1,0,0,1,0,1,0,0,0,1,0,1
99,http://efashion.world/docu/project/58e1e33d4b934c2856ed39fb232282be,1,0,0,0,0,0,0,0,0,0,0,1
100,http://serviceusentity.com/bleeeeessssss.php,1,0,0,0,0,0,1,0,0,0,0,1
101,http://security-mappl-information-account.piiquarry.com/nextstep.php,1,0,0,0,0,0,0,0,0,1,0,1
102,https://51.fi/fqV,1,0,0,0,0,0,0,0,0,0,0,1
103,http://api.bdisl.com/redirect?s=857592&amp;at=4&amp;rt=api&amp;o=96668170&amp;s1=2b94eb26dd71a6e0-5ea5961f20937a71e917f602&amp;s2=&amp;s3=,1,0,0,0,0,1,0,1,0,1,1,1
104,http://whatsapp.blazagency.com/2a25aeb938002e10829c5d76c098e8eb,1,0,0,0,0,0,0,0,0,0,0,1
105,https://arynzmx.000webhostapp.com/,1,0,0,0,0,0,0,0,0,1,0,0
106,https://www.amazon-check-co-jp.e4p.top/,1,0,0,0,0,0,1,0,0,1,0,0
107,http://nebojsega.com/klkio,1,0,0,0,0,0,0,0,0,0,0,1
108,https://amazon-card.hfdgsdfsd.com/,1,0,0,0,0,0,1,0,0,1,1,0
109,http://a1airconditioningcom.com/,1,0,0,0,0,0,0,0,0,1,1,1
110,https://zhjpamazon.xyz/pc,1,0,0,0,0,0,0,0,0,1,1,1
111,http://omesqiwines.de/Amazon/8dc34ef47fa64afdb70baa5524d16a32/card.php,1,0,0,0,0,0,0,0,1,1,0,1
112,https://betasus31.blogspot.com/,1,0,0,0,0,0,0,0,1,1,0,0
113,https://firebasestorage.googleapis.com/v0/b/ceoagogo-76923.appspot.com/o/owa20934856%2Findex.html?alt=media&token=7a9d6756-93f2-499f-9f94-a9aaa3c5dd51#service.itz@zhdk.ch,1,0,0,1,1,1,0,0,0,1,0,1
114,https://is.gd/higvZF,1,0,0,0,0,0,0,1,0,0,0,1
115,http://bbfunding-my.sharepoint.com/personal/accounting_bluebridgefunding_com/_layouts/15/doc.aspx?sourcedoc={f0763374-6329-450f-94a4-11512ab3e2fe}&amp;action=default&amp;slrid=6744449f-f0b6-0000-3f10-e47497a0bdc8&amp;originalpath=ahr0chm6ly9iymz1bmrpbmctbxkuc2hhcmvwb2ludc5jb20vom86l2cvcgvyc29uywwvywnjb3vudgluz19ibhvlynjpzgdlznvuzgluz19jb20vrw5remr2qxbzdzlgbetrulvtcxo0djrcttnvrxnuvhjrm1fjae9qemetamxrqt9ydgltzt1jcuzuqwf2vjewzw&amp;cid=06f20ebd-8518-4dfa-a8ce-3f796218604c,1,0,0,0,0,1,0,0,0,0,0,1
116,https://eduardomendescanal.000webhostapp.com/steamlogin.html,1,0,0,0,0,0,0,0,1,1,0,1
117,https://temporaryserver13.com/excel/login/bizmail.php?email={{email}}&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,1,0,0,0,0,1,0,0,0,0,0,1
118,http://hutoknepper.de/AutoScout24%20-%20code.php,1,0,0,0,0,0,0,0,1,1,0,1
119,http://osh11.labour.go.th/language/overrides/Acrobat/login.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4,1,0,0,0,1,1,0,0,0,0,1,1
120,https://bit.ly/3cVL6Ir,1,0,0,0,0,0,0,0,1,0,0,1
121,http://edoism.com/build/AEJ3dI/AEJ3dI/AEJ3dI/,1,0,0,0,0,0,0,0,0,0,0,1
122,http://mnp-postscriptum.com/images/gmail.php,1,0,0,0,0,0,0,0,1,1,0,1
123,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiptYXoicTtAhW1mFwKHaz_CigQFjABegQIBBAC&url=https://yoga.gift/hello-world/&usg=AOvVaw1Ac3XuoH8rL8HTbWhsbTQY,1,0,0,0,0,1,0,0,0,0,0,1
124,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAZ__gsF4_ZUOFRWV1IxS0FKWVZXVjhFMEkwMzRLVVBRRi4u,1,0,0,0,0,1,0,0,0,1,0,1
125,https://site-mvtnbfdr.websiteserver3.com/,1,0,0,0,0,0,0,0,0,1,0,0
126,https://attpro-emailverificationdomainloginpag.weebly.com/,1,0,0,0,0,0,0,0,0,0,0,0
127,https://monirshouvo.github.io/fb_responsive/,1,0,0,0,0,0,0,0,1,0,0,1
128,https://vcirxilfedrmlwnffzgotjqcxz-dot-gle39404049.rj.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
129,https://privet-8387ca.ingress-baronn.easywp.com/fr/identification/info.php,1,0,0,0,1,1,0,0,1,1,0,1
130,http://geeeculqlghwhzpulpigvxduyz-dot-poised-bot-306515.uk.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
131,http://206.189.85.218/download-film-sea-fever-2020-sub-indo/,1,0,1,0,0,0,0,0,0,1,0,1
132,https://v.gd/yMVVN6,1,0,0,0,0,0,0,0,0,0,0,1
133,https://urlz.fr/dQoq,1,0,0,0,0,0,0,0,0,1,0,1
134,https://bt-service.yolasite.com/,1,0,0,0,0,0,0,0,1,0,0,0
135,http://sbi.mx/page/41/786/65464675666755.php,1,1,0,0,0,0,0,0,0,1,0,1
136,https://emigratingtothesun.com/we/trans/fer/nex.php,1,0,0,0,0,0,0,0,0,1,0,1
137,https://accounts.google.com/ServiceLogin?service=cds&passive=1209600&continue=https://storage.cloud.google.com/staging.maintainancecomponeta.appspot.com/bsnnindex.html&followup=https://storage.cloud.google.com/staging.maintainancecomponeta.appspot.com/bsnnindex.html,1,0,0,0,1,1,0,0,0,0,0,1
138,http://weospojfwuqtrsdzfwtnodypjo-dot-gle39404049.rj.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
139,http://pathikareps.com/wah/0Ff1C3/feec06215cc550b8a5ff12fed81ab8fe/,1,0,0,0,0,0,0,0,1,0,0,1
140,https://secure273.inmotionhosting.com/~b30e1a5/helokim/johter/sim24/login.php,1,0,0,0,0,1,0,0,0,0,0,1
141,http://egyptmovingfurniture.com/wp-admin/includes/bankofamericaonlineee/boa/,1,0,0,0,0,1,0,0,1,0,0,1
142,http://likss-updat-schb.demopage.co/,1,0,0,0,0,0,0,0,0,0,0,1
143,https://www.unimaisfm.com.br/%20.html#YmVyd2luQHdlbGNobmlzc2FuLmNvbQ=,1,0,0,0,1,0,0,0,0,1,0,1
144,http://eharmonyservice.com/X3oi3l393873783930ipokdkoKLSIJKO30/sec/mt/index.html,1,0,0,0,0,1,1,0,1,1,0,1
145,http://taijishentie.com/js/index.htm?us.battle.net/login/en/?ref=http,1,0,0,0,1,0,0,0,0,1,0,1
146,https://emsi-lobo.firebaseapp.com/,1,0,0,0,0,0,0,0,1,0,0,0
147,https://facadetesting.com/access,1,0,0,0,0,0,0,0,0,1,0,1
148,http://stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=xxx@yyy.co.uk,1,0,0,1,1,1,0,0,0,0,0,1
149,https://crmufgjp.confirm-card.app/,1,0,0,0,0,0,1,0,0,1,1,1
150,http://02-billing-support.org/login.php?id=0af24fd68e4c4b3730177e91430b7b9c0af24fd68e4c4b3730177e91430b7b9c&session=0af24fd68e4c4b3730177e91430b7b9c0af24fd68e4c4b3730177e91430b7b9c,1,0,0,0,0,1,1,0,0,1,0,1
151,http://ww1.bancopichincha.com/,1,0,0,0,0,0,0,0,0,1,0,0
152,https://qualitasc-my.sharepoint.com/personal/lrodriguez_qualita_es/_layouts/15/WopiFrame.aspx?guestaccesstoken=x6EgjUnw%2bnCGNeMFdqjRmOAjQKuC9c41sQ13EDQfoEU%3d&docid=1_16dc35173dd06466fa8c37e332833f0bd&wdFormId=%7B67D0FEEF%2D08D4%2D4D0A%2D8A25%2D0D2C9B0A2EED%7D%3E%2F&action=formsubmit,1,0,0,0,0,1,0,0,0,1,0,1
153,https://docs.google.com/forms/d/e/1FAIpQLSd7SHjGl-XzH0B--oTXbgyaq02WJUN61JItUZ_kGjvmOQhwrg/viewform?vc=0&amp;c=0&amp;w=1&amp;flr=0&amp;usp=mail_form_link,1,0,0,0,0,1,0,0,0,0,0,1
154,http://www.mxrr.com/?p=newcontact&amp;e=abuse%4010acrewood.com&amp;j=112968,1,0,0,0,0,1,0,0,0,1,0,1
155,https://kurashi-tepc-co-jp.aibroadband.shop/,1,0,0,0,0,0,1,0,1,1,1,0
156,https://sandert12.blogspot.com/p/la-banque-postale.html,1,0,0,0,0,0,0,0,0,1,0,1
157,http://69964.globalartinteriors.co/connect.html?timelimit=de5f8f71ddc7d210cdf13ed146b9b366,1,0,0,0,0,1,0,0,1,1,0,1
158,https://app44666604777.blogspot.com/,1,0,0,0,0,0,0,0,0,1,0,0
159,https://prvtfijwncwqmonlinrocsphdx-dot-gle39404049.rj.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
160,http://blog.cotiabank.paypal-login.us/,1,0,0,0,0,0,0,1,1,0,0,1
161,http://exosomes.sale/,1,0,0,0,0,0,0,0,1,0,0,0
162,http://www.clinicasaudearo.com,1,0,0,0,0,0,0,0,0,1,0,0
163,https://validate44.serveirc.com/tonline/tonline/usrs.php?uri=https://accounts.login.idm.telekom.com/oauth2/auth?scope=openid&claims=%7B%22id_token%22%3A%7B%22urn%3Atelekom.com%3Aall%22%3A%7B%22essential%22%3Atrue%7D%7D%7D&response_type=code&redirect_uri=https%3A%2F%2Faccount.idm.telekom.com%2Faccount-manager%2Fopenid_connect_login&state=36184e7e08e66&logout_uri=https%3A%2F%2Faccount.idm.telekom.com%2Faccount-manager%2Flogout&nonce=563d9372867c&client_id=10LIVESAM30000004901AM200000000000000000,1,0,0,0,1,1,0,0,1,1,0,1
164,https://owalook.web.app/,1,0,0,0,0,0,0,0,0,0,0,0
165,https://maximilianschnauzers.com/2020/DROPBOX/dbox%20(2)/vinc,1,0,0,0,0,0,0,0,1,0,0,1
166,http://www.dexlerholdings.com/realty/wp-content/themes/twentytwelve/archhouse,1,0,0,0,0,1,0,0,0,1,0,1
167,https://pizfirepizzacafe.com/,1,1,0,0,0,0,0,0,0,1,0,0
168,https://www.grocery-store.4pillarglobal.com/deal/drag/,1,0,0,0,0,0,0,0,1,1,0,1
169,https://eracvv.me/register,1,0,0,0,0,0,0,0,0,0,0,1
170,http://iuxunsvojakwvfwxhxoxpuajjq-dot-gle39404049.rj.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
171,http://x.yakinindaki-kizlar42.xyz/whatsapp/,1,0,0,0,0,0,1,0,0,0,0,1
172,https://shayamal.com/web/wnwe4oge=/,1,0,0,0,0,0,0,0,0,1,0,1
173,http://www.unitus.mk.ua/sites/default/files/ctools/ams/cms/index/www/customer_center/customer-IDPP00C331/login.php,1,0,0,0,1,1,0,0,1,0,0,1
174,https://u.to/umxgGg,1,0,0,0,0,0,0,0,0,0,0,1
175,http://www.httpsservices.runescape.com-n.ru/,1,0,0,0,1,0,0,0,0,1,0,0
176,https://pomoc.o2.pl/polityka-prywatnosci,1,0,0,0,0,0,0,0,1,1,0,1
177,https://raddelmotalaka.com/zimonedrive3,1,1,0,0,0,0,0,0,1,0,0,1
178,http://www.kurortnoye.com.ua/admin/read-invoice/index.php?rec=info@bcnanuncios.es,1,0,0,1,1,1,0,0,0,1,0,1
179,http://server387376.nazwa.pl/payment.php,1,0,0,0,0,0,0,0,1,0,0,1
180,http://www.httpsservices.runescape.com-fn.ru/,1,0,0,0,1,0,1,0,0,1,0,0
181,http://www.creativecombat.com/wp-admin/network/acct/login.php,1,0,0,0,0,0,0,0,0,0,0,1
182,http://www.httpsservices.runescape.com-cn.ru/,1,0,0,0,1,0,1,0,0,1,0,0
183,http://currentlyfromattverificationupdate1.weebly.com/,1,0,0,0,0,0,0,0,0,0,0,0
184,https://eletronicarwm.com.br/wp-includes/js/codemirror/main,1,0,0,0,0,0,0,0,0,0,0,1
185,http://zyggmdulzjyqdnywrpoipilkuq-dot-gle39404049.rj.r.appspot.com/,1,0,0,0,1,0,0,0,0,0,0,0
186,https://greatmusica.com/de/gateway.html,1,0,0,0,0,0,0,0,0,1,0,1
187,http://xrxh1.mjt.lu/lnk/AUwAABnQJt4AAAAAAAAAAAD1JeYAAAAAG6gAAAAAABauigBf00qgB_GM1w-JQbCxRmLPqJsd2gAWUwE/1/mQuJff8C8-UWybbBBMOPlA/aHR0cHM6Ly9iaXQubHkvM2d6TGxiVA,1,0,0,0,0,1,0,1,1,0,0,1
188,http://railcarpatient.com/ilw885eSfasfjbqvyDtUtkR6sAy02mVlHsuQxIIMTb2cmsIV5cPzwGFYheZjAUFhm97TSQGL2IY/,1,0,0,0,0,1,0,0,1,1,0,1
189,http://ehan.org/bbs/chat/validate/,1,0,0,0,0,0,0,0,0,1,0,1
